,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
0,cycles,../inputs/case_Western.graphml,10024,12241,4106,4,48202,20048,4,2009.0,2025,0.007901234567901235,Timeout,54609,901025982,182,4061140,21114
1,forts,../inputs/case2736sp.graphml,2736,3265,645,2,9266,2736,2,1183.0,-1,100.0,Timeout,309040,900315461,596,3201523,14856
2,forts,../inputs/case96rts.graphml,73,108,9,6,289,73,0,19.0,19,0.0,Optimal,1,8380,15,1978,122
3,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,1,77073,166797,4,10121.0,10122,9.879470460383324e-05,Optimal,10603,329633333,0,0,0
4,brimkov,../inputs/case6470rte.graphml,6470,8066,2352,7,36453,45711,0,1325.0,1325,0.0,Optimal,1709,41262132,0,0,0
5,forts,../inputs/case33bw.graphml,33,32,1,4,97,33,2,11.0,11,0.0,Optimal,1,1664,11,764,74
6,cycles,../inputs/case145.graphml,145,422,71,1,1295,290,1,91.0,91,0.0,Optimal,91435,7332755,113,29333,1522
7,jovanovic,../inputs/case6468rte.graphml,6468,8065,2384,8,36499,81061,0,1300.0,1300,0.0,Optimal,1711,100099628,0,0,0
8,brimkov,../inputs/case6468rte.graphml,6468,8065,2384,14,36499,45765,1,1291.0,1291,0.0,Optimal,1142,4091775,0,0,0
9,forts,../inputs/case2869pegase.graphml,2869,3968,869,12,10805,2869,3,612.0,612,0.0,Optimal,4145,1719635,27,436093,5036
10,jovanovic,../inputs/case2868rte.graphml,2868,3471,983,14,15921,36380,2,598.0,598,0.0,Optimal,647,8865302,0,0,0
11,jovanovic,../inputs/case2383wp.graphml,2383,2886,552,10,12244,23194,3,594.0,594,0.0,Optimal,1,1826106,0,0,0
12,jovanovic,../inputs/case9241pegase.graphml,9241,14207,2902,36,54546,98650,2,2010.0,2010,0.0,Optimal,1732,69977416,0,0,0
13,cycles,../inputs/case13659pegase.graphml,13659,18625,4024,25,63414,27318,3,2721.0,2721,0.0,Optimal,2006,11263672,17,287708,3499
14,jovanovic,../inputs/case145.graphml,145,422,71,1,1440,4117,3,91.0,91,0.0,Optimal,1808,900341,0,0,0
15,cycles,../inputs/case_GB2224.graphml,2224,2804,1367,15,11890,4448,2,322.0,322,0.0,Optimal,1662,4082344,33,69237,4099
16,forts,../inputs/case3120sp.graphml,3120,3684,798,2,10488,3120,2,1334.0,-1,100.0,Timeout,254673,900263228,615,3941839,17092
17,jovanovic,../inputs/case118.graphml,118,179,11,9,634,1019,4,29.0,29,0.0,Optimal,1,14074,0,0,0
18,forts,../inputs/case9241pegase.graphml,9241,14207,2902,20,37655,9241,4,2010.0,2010,0.0,Optimal,1554,8939378,30,4096603,16338
19,cycles,../inputs/case2869pegase.graphml,2869,3968,869,7,13333,5738,0,620.0,620,0.0,Optimal,1793,2407806,33,65449,1672
20,jovanovic,../inputs/case9241pegase.graphml,9241,14207,2902,7,54546,98650,4,2019.0,2019,0.0,Optimal,1752,103739946,0,0,0
21,forts,../inputs/case_GB2224.graphml,2224,2804,1367,7,7832,2224,1,329.0,329,0.0,Optimal,281851,68756283,88,486914,4014
22,brimkov,../inputs/case145.graphml,145,422,71,19,1440,2704,3,18.0,18,0.0,Optimal,1,87962,0,0,0
23,brimkov,../inputs/case89pegase.graphml,89,206,43,1,710,682,4,47.0,47,0.0,Optimal,1,31358,0,0,0
24,cycles,../inputs/case_Texas.graphml,2000,2667,376,2,9023,4000,2,939.0,939,0.0,Optimal,6406,12382179,85,123624,3999
25,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,22,54546,45832,1,2010.0,2010,0.0,Optimal,1,9525054,0,0,0
26,cycles,../inputs/case30.graphml,30,41,7,6,133,60,0,6.0,6,0.0,Optimal,1,3526,7,151,6
27,forts,../inputs/case3120sp.graphml,3120,3684,798,10,10488,3120,3,768.0,768,0.0,Optimal,1815,1750382,58,536990,5652
28,brimkov,../inputs/case_Western.graphml,10024,12241,4106,4,58226,75508,1,2012.0,2022,0.004945598163167876,Timeout,7544,900890065,0,0,0
29,forts,../inputs/case1951rte.graphml,1951,2375,651,14,6701,1951,3,393.0,393,0.0,Optimal,143,279025,16,191884,3155
30,forts,../inputs/case_iceland118.graphml,189,203,110,1,595,189,0,91.0,96,0.052083333333333336,Timeout,223968,900204973,7921,4115271,25738
31,forts,../inputs/case1888rte.graphml,1888,2308,681,2,6504,1888,3,843.0,-1,100.0,Timeout,414921,900356521,810,3098942,12318
32,forts,../inputs/case2869pegase.graphml,2869,3968,869,8,10805,2869,1,616.0,616,0.0,Optimal,1620,1389251,35,488710,5642
33,forts,../inputs/case6495rte.graphml,6495,8084,2344,12,22663,6495,0,1314.0,1314,0.0,Optimal,1748,3585364,23,1946065,10917
34,jovanovic,../inputs/case2746wop.graphml,2746,3300,709,4,14133,26324,2,698.0,698,0.0,Optimal,1887,16826169,0,0,0
35,forts,../inputs/case11_iwamoto.graphml,11,11,6,3,33,11,4,2.0,2,0.0,Optimal,1,1083,8,299,22
36,forts,../inputs/case2868rte.graphml,2868,3471,983,16,9810,2868,2,598.0,598,0.0,Optimal,319,586922,19,417837,4876
37,jovanovic,../inputs/case6495rte.graphml,6495,8084,2344,8,36564,81356,3,1322.0,1322,0.0,Optimal,1790,125548263,0,0,0
38,jovanovic,../inputs/case2737sop.graphml,2737,3266,655,9,13922,25903,4,683.0,683,0.0,Optimal,1,1841621,0,0,0
39,brimkov,../inputs/case2746wop.graphml,2746,3300,709,5,14133,12721,1,683.0,683,0.0,Optimal,2343,8309394,0,0,0
40,cycles,../inputs/case9.graphml,9,9,4,4,37,18,2,2.0,2,0.0,Optimal,1,1537,8,110,8
41,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,7,10803,24060,4,406.0,406,0.0,Optimal,56,3369307,0,0,0
42,jovanovic,../inputs/case_GB2224.graphml,2224,2804,1367,6,14114,35097,4,338.0,338,0.0,Optimal,4920,92722456,0,0,0
43,cycles,../inputs/case_GBreduced29.graphml,29,50,0,6,129,58,2,7.0,7,0.0,Optimal,1,1065,3,29,0
44,brimkov,../inputs/case3012wp.graphml,3012,3566,726,3,15236,13432,0,863.0,863,0.0,Optimal,4315,48836891,0,0,0
45,cycles,../inputs/case9.graphml,9,9,4,4,37,18,4,2.0,2,0.0,Optimal,1,688,4,69,10
46,jovanovic,../inputs/case2848rte.graphml,2848,3442,1023,13,15831,35938,0,585.0,585,0.0,Optimal,34,6809202,0,0,0
47,forts,../inputs/case1888rte.graphml,1888,2308,681,13,6504,1888,0,375.0,375,0.0,Optimal,319,288999,22,179298,3137
48,cycles,../inputs/case6515rte.graphml,6515,8104,2344,8,30149,13030,0,1324.0,1324,0.0,Optimal,1642,5913015,57,441875,5785
49,brimkov,../inputs/case6515rte.graphml,6515,8104,2344,16,36664,46344,1,1315.0,1315,0.0,Optimal,1764,4060571,0,0,0
50,jovanovic,../inputs/case6ww.graphml,6,11,1,1,37,56,2,5.0,5,0.0,Optimal,0,688,0,0,0
51,cycles,../inputs/case11_iwamoto.graphml,11,11,6,4,48,22,3,2.0,2,0.0,Optimal,1,1325,10,137,22
52,brimkov,../inputs/case1354pegase.graphml,1354,1710,422,10,7269,7537,1,311.0,311,0.0,Optimal,1,153701,0,0,0
53,forts,../inputs/case_GBreduced29.graphml,29,50,0,2,129,29,4,15.0,15,0.0,Optimal,1,6760,12,924,103
54,cycles,../inputs/case2868rte.graphml,2868,3471,983,1,13053,5736,0,1924.0,1924,0.0,Optimal,2888,6894178,65,188821,9666
55,brimkov,../inputs/case1354pegase.graphml,1354,1710,422,7,7269,7537,0,316.0,316,0.0,Optimal,1,251829,0,0,0
56,forts,../inputs/case96rts.graphml,73,108,9,4,289,73,4,20.0,20,0.0,Optimal,63,23838,18,2701,184
57,cycles,../inputs/case1951rte.graphml,1951,2375,651,14,8852,3902,1,393.0,393,0.0,Optimal,23,263792,12,19428,1515
58,jovanovic,../inputs/case_south_carolina500.graphml,500,584,211,1,3005,7864,3,289.0,289,0.0,Optimal,1,71646,0,0,0
59,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,12,10803,24060,4,393.0,393,0.0,Optimal,1,2318225,0,0,0
60,jovanovic,../inputs/case_Texas.graphml,2000,2667,376,17,11023,24309,4,411.0,411,0.0,Optimal,597,7026638,0,0,0
61,jovanovic,../inputs/case6495rte.graphml,6495,8084,2344,11,36564,81356,4,1314.0,1314,0.0,Optimal,1857,118961126,0,0,0
62,jovanovic,../inputs/case2869pegase.graphml,2869,3968,869,14,16202,31691,3,612.0,612,0.0,Optimal,1,2913736,0,0,0
63,forts,../inputs/case9241pegase.graphml,9241,14207,2902,41,37655,9241,1,2010.0,2010,0.0,Optimal,1762,8788236,48,4152631,16236
64,cycles,../inputs/case13659pegase.graphml,13659,18625,4024,28,63414,27318,0,2721.0,2721,0.0,Optimal,1728,9559775,19,315311,3562
65,jovanovic,../inputs/case3120sp.graphml,3120,3684,798,8,15870,29522,0,768.0,768,0.0,Optimal,203,4962148,0,0,0
66,cycles,../inputs/case300.graphml,300,409,66,8,1324,600,4,73.0,73,0.0,Optimal,1,20382,11,1526,109
67,brimkov,../inputs/case39.graphml,39,46,10,5,202,182,2,9.0,9,0.0,Optimal,1,7723,0,0,0
68,forts,../inputs/case1951rte.graphml,1951,2375,651,2,6701,1951,0,903.0,927,0.02588996751092445,Timeout,413895,900431746,1144,4093115,14601
69,forts,../inputs/case145.graphml,145,422,71,11,989,145,3,18.0,18,0.0,Optimal,1,23368,16,7311,201
70,forts,../inputs/case6ww.graphml,6,11,1,3,28,6,3,2.0,2,0.0,Optimal,1,1210,8,239,13
71,cycles,../inputs/case145.graphml,145,422,71,11,1295,290,4,18.0,18,0.0,Optimal,1,128781,20,3973,202
72,forts,../inputs/case6515rte.graphml,6515,8104,2344,14,22723,6515,3,1315.0,1315,0.0,Optimal,2716,3541975,20,1984677,10662
73,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,2,10803,24060,0,926.0,926,0.0,Optimal,1,3116354,0,0,0
74,forts,../inputs/case2868rte.graphml,2868,3471,983,9,9810,2868,1,600.0,600,0.0,Optimal,2411,1448511,45,501088,5412
75,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,37,54546,45832,2,2010.0,2010,0.0,Optimal,93,8403178,0,0,0
76,brimkov,../inputs/case57.graphml,57,78,15,4,310,228,2,12.0,12,0.0,Optimal,1,13052,0,0,0
77,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,10,10539,23454,0,375.0,375,0.0,Optimal,1,2546364,0,0,0
78,forts,../inputs/case_Texas.graphml,2000,2667,376,12,7334,2000,3,412.0,412,0.0,Optimal,8567,4678429,78,366214,4472
79,cycles,../inputs/case33bw.graphml,33,32,1,1,98,66,2,32.0,32,0.0,Optimal,0,535,1,5,0
80,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,18,77073,166797,3,2740.0,2740,0.0,Optimal,7521,163756905,0,0,0
81,cycles,../inputs/case2848rte.graphml,2848,3442,1023,9,12983,5696,1,586.0,586,0.0,Optimal,2658,2477717,58,87335,2600
82,cycles,../inputs/case_GBreduced29.graphml,29,50,0,1,129,58,3,29.0,29,0.0,Optimal,0,462,1,8,0
83,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,2,10803,24060,2,926.0,926,0.0,Optimal,1,3076651,0,0,0
84,forts,../inputs/case_GB2224.graphml,2224,2804,1367,2,7832,2224,3,745.0,-1,100.0,Timeout,280750,900254868,227,2350926,15374
85,forts,../inputs/case1951rte.graphml,1951,2375,651,5,6701,1951,4,441.0,441,0.0,Optimal,52076,18613167,190,573269,5183
86,brimkov,../inputs/case2868rte.graphml,2868,3471,983,4,15921,21079,3,722.0,722,0.0,Optimal,1626,16900017,0,0,0
87,forts,../inputs/case89pegase.graphml,89,206,43,6,501,89,2,14.0,14,0.0,Optimal,1,28559,25,5695,195
88,jovanovic,../inputs/case2848rte.graphml,2848,3442,1023,1,15831,35938,4,1869.0,1869,0.0,Optimal,1691,18632248,0,0,0
89,brimkov,../inputs/case_Western.graphml,10024,12241,4106,8,58226,75508,0,1836.0,1837,0.0005443658138268917,Timeout,29469,900777410,0,0,0
90,jovanovic,../inputs/case3375wp.graphml,3374,4068,889,6,17535,33874,1,821.0,821,0.0,Optimal,1838,22294259,0,0,0
91,cycles,../inputs/case6ww.graphml,6,11,1,3,31,12,0,2.0,2,0.0,Optimal,1,1910,1,6,0
92,brimkov,../inputs/case2383wp.graphml,2383,2886,552,6,12244,11450,4,596.0,596,0.0,Optimal,209,1715609,0,0,0
93,jovanovic,../inputs/case9241pegase.graphml,9241,14207,2902,17,54546,98650,4,2010.0,2010,0.0,Optimal,1744,66572755,0,0,0
94,cycles,../inputs/case13659pegase.graphml,13659,18625,4024,23,63414,27318,1,2724.0,2724,0.0,Optimal,1896,10496446,17,278008,3512
95,brimkov,../inputs/case2868rte.graphml,2868,3471,983,6,15921,21079,1,620.0,620,0.0,Optimal,2058,8851211,0,0,0
96,brimkov,../inputs/case145.graphml,145,422,71,18,1440,2704,2,18.0,18,0.0,Optimal,1,208847,0,0,0
97,cycles,../inputs/case_Texas.graphml,2000,2667,376,10,9023,4000,2,417.0,417,0.0,Optimal,12319,14560862,92,101262,1983
98,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,12,10539,23454,3,375.0,375,0.0,Optimal,1,2083991,0,0,0
99,forts,../inputs/case89pegase.graphml,89,206,43,5,501,89,3,15.0,15,0.0,Optimal,18,89711,33,7485,232
100,cycles,../inputs/case9241pegase.graphml,9241,14207,2902,36,45305,18482,3,2010.0,2010,0.0,Optimal,1587,7988417,41,219012,1921
101,brimkov,../inputs/case_Texas.graphml,2000,2667,376,14,11023,13699,2,411.0,411,0.0,Optimal,2901,7268538,0,0,0
102,forts,../inputs/case2383wp.graphml,2383,2886,552,6,8155,2383,0,596.0,596,0.0,Optimal,2086,1289683,30,320277,5228
103,jovanovic,../inputs/case3120sp.graphml,3120,3684,798,7,15870,29522,1,768.0,768,0.0,Optimal,707,7921446,0,0,0
104,forts,../inputs/case3120sp.graphml,3120,3684,798,4,10488,3120,0,794.0,794,0.0,Optimal,21343,32898682,193,1066534,8561
105,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,1,77073,166797,2,10121.0,10122,9.879470460383324e-05,Optimal,10603,334873641,0,0,0
106,brimkov,../inputs/case89pegase.graphml,89,206,43,10,710,682,0,13.0,13,0.0,Optimal,1,41501,0,0,0
107,forts,../inputs/case2848rte.graphml,2848,3442,1023,13,9732,2848,2,585.0,585,0.0,Optimal,623,636305,22,425971,4788
108,forts,../inputs/case2868rte.graphml,2868,3471,983,12,9810,2868,2,598.0,598,0.0,Optimal,1174,788450,32,463541,4948
109,brimkov,../inputs/case13659pegase.graphml,13659,18625,4024,18,77073,93003,0,2740.0,2740,0.0,Optimal,1,7215518,0,0,0
110,cycles,../inputs/case_ieee30.graphml,30,41,7,2,137,60,3,12.0,12,0.0,Optimal,1,4824,13,307,27
111,cycles,../inputs/case2383wp.graphml,2383,2886,552,2,9861,4766,4,1065.0,1065,0.0,Optimal,2207,3361559,43,66924,2178
112,brimkov,../inputs/case2848rte.graphml,2848,3442,1023,1,15831,20631,4,1869.0,1869,0.0,Optimal,2947,16609625,0,0,0
113,brimkov,../inputs/case_Western.graphml,10024,12241,4106,11,58226,75508,0,1827.0,1827,0.0,Optimal,9622,277151530,0,0,0
114,cycles,../inputs/case145.graphml,145,422,71,18,1295,290,2,18.0,18,0.0,Optimal,132,45876,19,2351,193
115,forts,../inputs/case3120sp.graphml,3120,3684,798,1,10488,3120,3,2232.0,-1,100.0,Timeout,193900,900175255,283,4244976,33570
116,jovanovic,../inputs/case96rts.graphml,73,108,9,5,391,618,4,19.0,19,0.0,Optimal,1,17895,0,0,0
117,jovanovic,../inputs/case2746wp.graphml,2746,3274,704,6,14051,26111,4,687.0,687,0.0,Optimal,1087,6527057,0,0,0
118,brimkov,../inputs/case_Western.graphml,10024,12241,4106,2,58226,75508,1,3589.0,3589,0.0,Optimal,4368,155169144,0,0,0
119,jovanovic,../inputs/case6515rte.graphml,6515,8104,2344,6,36664,81702,2,1369.0,1369,0.0,Optimal,3052,200068500,0,0,0
120,forts,../inputs/case9241pegase.graphml,9241,14207,2902,29,37655,9241,3,2010.0,2010,0.0,Optimal,1733,8321915,27,4082776,16379
121,brimkov,../inputs/case1951rte.graphml,1951,2375,651,16,10803,13715,1,393.0,393,0.0,Optimal,1,511722,0,0,0
122,jovanovic,../inputs/case145.graphml,145,422,71,3,1440,4117,3,35.0,35,0.0,Optimal,1,559114,0,0,0
123,jovanovic,../inputs/case_Western.graphml,10024,12241,4106,18,58226,131376,2,1823.0,1825,0.001095890410958904,Timeout,10153,900841007,0,0,0
124,brimkov,../inputs/case6470rte.graphml,6470,8066,2352,10,36453,45711,4,1304.0,1304,0.0,Optimal,2024,10431191,0,0,0
125,jovanovic,../inputs/case2736sp.graphml,2736,3265,645,5,13906,25841,1,689.0,689,0.0,Optimal,2514,15456834,0,0,0
126,jovanovic,../inputs/case5.graphml,5,6,0,2,22,32,4,3.0,3,0.0,Optimal,1,627,0,0,0
127,brimkov,../inputs/case1888rte.graphml,1888,2308,681,6,10539,13275,0,393.0,393,0.0,Optimal,2393,6418018,0,0,0
128,jovanovic,../inputs/case39.graphml,39,46,10,5,202,372,2,9.0,9,0.0,Optimal,1,5612,0,0,0
129,forts,../inputs/case9241pegase.graphml,9241,14207,2902,24,37655,9241,3,2010.0,2010,0.0,Optimal,1759,8274609,35,4129124,16393
130,cycles,../inputs/case_Texas.graphml,2000,2667,376,5,9023,4000,4,490.0,490,0.0,Optimal,87636,135605429,87,117578,3139
131,forts,../inputs/case11_iwamoto.graphml,11,11,6,1,33,11,1,5.0,5,0.0,Optimal,6,5705,18,1170,49
132,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,37,54546,45832,4,2010.0,2010,0.0,Optimal,93,8515191,0,0,0
133,brimkov,../inputs/case1354pegase.graphml,1354,1710,422,4,7269,7537,4,379.0,379,0.0,Optimal,11297,14477046,0,0,0
134,cycles,../inputs/case2869pegase.graphml,2869,3968,869,10,13333,5738,1,612.0,612,0.0,Optimal,5953,4011562,31,55777,1430
135,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,12,10539,23454,0,375.0,375,0.0,Optimal,1,2102131,0,0,0
136,brimkov,../inputs/case_Western.graphml,10024,12241,4106,9,58226,75508,3,1833.0,1833,0.0,Optimal,18166,508874971,0,0,0
137,cycles,../inputs/case5.graphml,5,6,0,2,17,10,2,3.0,3,0.0,Optimal,1,514,2,4,0
138,forts,../inputs/case2868rte.graphml,2868,3471,983,12,9810,2868,1,598.0,598,0.0,Optimal,1631,816147,29,456372,4966
139,brimkov,../inputs/case_GB2224.graphml,2224,2804,1367,11,14114,20784,0,322.0,322,0.0,Optimal,2772,7510778,0,0,0
140,brimkov,../inputs/case_Texas.graphml,2000,2667,376,7,11023,13699,3,444.0,444,0.0,Optimal,2187,24557353,0,0,0
141,cycles,../inputs/case2848rte.graphml,2848,3442,1023,3,12983,5696,4,862.0,862,0.0,Optimal,3870,10119185,72,218683,4008
142,forts,../inputs/case13659pegase.graphml,13659,18625,4024,26,50909,13659,2,2721.0,2721,0.0,Optimal,1565,13199088,27,8330732,22985
143,cycles,../inputs/case_iceland118.graphml,189,203,110,5,869,378,4,41.0,41,0.0,Optimal,318,60569,21,2693,230
144,cycles,../inputs/case6470rte.graphml,6470,8066,2352,1,29983,12940,4,4235.0,4235,0.0,Optimal,79068,151022493,82,871900,20930
145,jovanovic,../inputs/case_Western.graphml,10024,12241,4106,14,58226,131376,0,1824.0,1825,0.000547945205479452,Timeout,8964,900789081,0,0,0
146,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,36,77073,166797,0,2721.0,2721,0.0,Optimal,2010,128204084,0,0,0
147,brimkov,../inputs/case2869pegase.graphml,2869,3968,869,10,16202,16164,4,612.0,612,0.0,Optimal,1,696654,0,0,0
148,jovanovic,../inputs/case_ieee30.graphml,30,41,7,3,167,322,0,8.0,8,0.0,Optimal,1,7551,0,0,0
149,jovanovic,../inputs/case_Western.graphml,10024,12241,4106,14,58226,131376,1,1824.0,1825,0.000547945205479452,Timeout,8914,900823571,0,0,0
150,forts,../inputs/case89pegase.graphml,89,206,43,14,501,89,2,13.0,13,0.0,Optimal,1,6026,12,2850,125
151,cycles,../inputs/case2746wop.graphml,2746,3300,709,3,11387,5492,2,771.0,771,0.0,Optimal,8349,28026820,78,141963,2383
152,jovanovic,../inputs/case3375wp.graphml,3374,4068,889,8,17535,33874,1,816.0,816,0.0,Optimal,2659,16064578,0,0,0
153,forts,../inputs/case9241pegase.graphml,9241,14207,2902,29,37655,9241,4,2010.0,2010,0.0,Optimal,1562,8047821,30,4082750,16347
154,jovanovic,../inputs/case2868rte.graphml,2868,3471,983,17,15921,36380,1,598.0,598,0.0,Optimal,2396,15381427,0,0,0
155,jovanovic,../inputs/case33bw.graphml,33,32,1,3,131,198,3,11.0,11,0.0,Optimal,1,1555,0,0,0
156,cycles,../inputs/case14.graphml,14,20,2,6,59,28,1,3.0,3,0.0,Optimal,1,647,3,18,0
157,cycles,../inputs/case2746wp.graphml,2746,3274,704,10,11305,5492,3,684.0,684,0.0,Optimal,228,528009,21,30660,939
158,jovanovic,../inputs/case_iceland118.graphml,189,203,110,6,1058,2442,3,40.0,40,0.0,Optimal,1,72427,0,0,0
159,brimkov,../inputs/case1951rte.graphml,1951,2375,651,11,10803,13715,4,394.0,394,0.0,Optimal,1,653590,0,0,0
160,brimkov,../inputs/case1888rte.graphml,1888,2308,681,5,10539,13275,0,416.0,416,0.0,Optimal,2454,10266597,0,0,0
161,jovanovic,../inputs/case9.graphml,9,9,4,4,46,88,4,2.0,2,0.0,Optimal,1,2612,0,0,0
162,cycles,../inputs/case1951rte.graphml,1951,2375,651,2,8852,3902,0,926.0,926,0.0,Optimal,2409,4175533,52,67194,2781
163,cycles,../inputs/case_illinois200.graphml,200,245,44,9,874,400,3,39.0,39,0.0,Optimal,1,29137,17,1776,182
164,cycles,../inputs/case39.graphml,39,46,10,6,163,78,3,9.0,9,0.0,Optimal,1,2730,9,301,32
165,jovanovic,../inputs/case6468rte.graphml,6468,8065,2384,3,36499,81061,4,1886.0,1887,0.0005299417064122947,Timeout,23535,900588915,0,0,0
166,forts,../inputs/case_illinois200.graphml,200,245,44,1,690,200,0,146.0,156,0.0641025641025641,Timeout,281196,900262085,7653,3363011,29714
167,cycles,../inputs/case2383wp.graphml,2383,2886,552,9,9861,4766,4,594.0,594,0.0,Optimal,533,549176,22,31791,1271
168,jovanovic,../inputs/case3012wp.graphml,3012,3566,726,10,15236,28158,0,755.0,755,0.0,Optimal,180,3986753,0,0,0
169,jovanovic,../inputs/case6515rte.graphml,6515,8104,2344,1,36664,81702,1,4281.0,4281,0.0,Optimal,3042,155241610,0,0,0
170,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,14,10803,24060,0,393.0,393,0.0,Optimal,1,1890460,0,0,0
171,jovanovic,../inputs/case_Western.graphml,10024,12241,4106,6,58226,131376,3,1868.0,1874,0.0032017075773745998,Timeout,7095,900786440,0,0,0
172,jovanovic,../inputs/case_iceland118.graphml,189,203,110,2,1058,2442,1,83.0,83,0.0,Optimal,1,44837,0,0,0
173,cycles,../inputs/case9241pegase.graphml,9241,14207,2902,32,45305,18482,3,2010.0,2010,0.0,Optimal,1618,8770413,40,224965,1927
174,forts,../inputs/case6495rte.graphml,6495,8084,2344,7,22663,6495,0,1335.0,1335,0.0,Optimal,72639,83566822,97,2487961,13353
175,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,6,10803,24060,0,417.0,417,0.0,Optimal,2029,11896112,0,0,0
176,brimkov,../inputs/case_Western.graphml,10024,12241,4106,3,58226,75508,4,2327.0,2333,0.002571795970852979,Timeout,8449,900945957,0,0,0
177,forts,../inputs/case13659pegase.graphml,13659,18625,4024,34,50909,13659,4,2721.0,2721,0.0,Optimal,1614,14423875,31,8423010,22941
178,jovanovic,../inputs/case2868rte.graphml,2868,3471,983,7,15921,36380,0,607.0,607,0.0,Optimal,2435,21556193,0,0,0
179,brimkov,../inputs/case145.graphml,145,422,71,2,1440,2704,1,55.0,55,0.0,Optimal,262,623142,0,0,0
180,jovanovic,../inputs/case9.graphml,9,9,4,3,46,88,0,2.0,2,0.0,Optimal,1,4366,0,0,0
181,cycles,../inputs/case2868rte.graphml,2868,3471,983,9,13053,5736,1,600.0,600,0.0,Optimal,1875,2014220,45,73956,2580
182,brimkov,../inputs/case57.graphml,57,78,15,6,310,228,0,12.0,12,0.0,Optimal,1,14572,0,0,0
183,jovanovic,../inputs/case3012wp.graphml,3012,3566,726,10,15236,28158,4,755.0,755,0.0,Optimal,180,3972432,0,0,0
184,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,5,10539,23454,1,416.0,416,0.0,Optimal,2123,16886132,0,0,0
185,cycles,../inputs/case2848rte.graphml,2848,3442,1023,1,12983,5696,3,1869.0,1869,0.0,Optimal,5063,8064452,74,254298,9434
186,brimkov,../inputs/case3012wp.graphml,3012,3566,726,2,15236,13432,3,1323.0,1323,0.0,Optimal,187,2651046,0,0,0
187,forts,../inputs/case_Texas.graphml,2000,2667,376,16,7334,2000,1,411.0,411,0.0,Optimal,1833,3027274,45,289834,4201
188,brimkov,../inputs/case145.graphml,145,422,71,17,1440,2704,3,18.0,18,0.0,Optimal,1,248010,0,0,0
189,cycles,../inputs/case9241pegase.graphml,9241,14207,2902,3,45305,18482,3,2695.0,2701,0.002221399451355546,Timeout,97974,901142003,131,1683265,5756
190,jovanovic,../inputs/case2868rte.graphml,2868,3471,983,2,15921,36380,2,1330.0,1330,0.0,Optimal,1,6692043,0,0,0
191,cycles,../inputs/case24_ieee_rts.graphml,24,34,4,2,105,48,4,10.0,10,0.0,Optimal,1,1071,5,61,1
192,jovanovic,../inputs/case300.graphml,300,409,66,4,1624,2928,1,81.0,81,0.0,Optimal,43,479942,0,0,0
193,cycles,../inputs/case145.graphml,145,422,71,10,1295,290,2,18.0,18,0.0,Optimal,158,69759,17,2431,196
194,forts,../inputs/case2848rte.graphml,2848,3442,1023,7,9732,2848,3,593.0,593,0.0,Optimal,2321,2012709,36,506835,5687
195,forts,../inputs/case13659pegase.graphml,13659,18625,4024,38,50909,13659,1,2721.0,2721,0.0,Optimal,1849,13674654,23,8062866,22456
196,brimkov,../inputs/case39.graphml,39,46,10,2,202,182,4,16.0,16,0.0,Optimal,1,7910,0,0,0
197,forts,../inputs/case145.graphml,145,422,71,11,989,145,1,18.0,18,0.0,Optimal,1,25416,17,7617,204
198,forts,../inputs/case14.graphml,14,20,2,1,54,14,2,12.0,12,0.0,Optimal,1,1021,7,373,62
199,jovanovic,../inputs/case_GB2224.graphml,2224,2804,1367,2,14114,35097,3,821.0,821,0.0,Optimal,2199,54438423,0,0,0
200,jovanovic,../inputs/case2746wp.graphml,2746,3274,704,8,14051,26111,3,684.0,684,0.0,Optimal,1,3020022,0,0,0
201,jovanovic,../inputs/case3012wp.graphml,3012,3566,726,2,15236,28158,3,1323.0,1323,0.0,Optimal,1,6251145,0,0,0
202,cycles,../inputs/case96rts.graphml,73,108,9,5,318,146,1,19.0,19,0.0,Optimal,1,11419,11,363,13
203,jovanovic,../inputs/case145.graphml,145,422,71,17,1440,4117,4,18.0,18,0.0,Optimal,1,388206,0,0,0
204,cycles,../inputs/case30.graphml,30,41,7,1,133,60,4,23.0,23,0.0,Optimal,1,3646,12,330,46
205,cycles,../inputs/case118.graphml,118,179,11,8,516,236,2,29.0,29,0.0,Optimal,1,5108,6,322,19
