,solver,instance,vertices,edges,propagating_vertices,omega,variables,constraints,run,lower_bound,upper_bound,gap,result,nodes,t_solver,callbacks,t_callback,lazy_constraints
3206,cycles,../inputs/case_iceland118.graphml,189,203,110,8,869,378,1,39.0,39,0.0,Optimal,1,14928,10,1340,198
3207,brimkov,../inputs/case145.graphml,145,422,71,11,1440,2704,4,18.0,18,0.0,Optimal,1,468419,0,0,0
3208,jovanovic,../inputs/case6ww.graphml,6,11,1,4,37,56,4,2.0,2,0.0,Optimal,1,1069,0,0,0
3209,cycles,../inputs/case_illinois200.graphml,200,245,44,6,874,400,4,45.0,45,0.0,Optimal,7514,292602,37,4200,243
3210,forts,../inputs/case57.graphml,57,78,15,3,213,57,2,14.0,14,0.0,Optimal,31,23017,24,2481,141
3211,jovanovic,../inputs/case6495rte.graphml,6495,8084,2344,15,36564,81356,0,1314.0,1314,0.0,Optimal,1931,110487229,0,0,0
3212,brimkov,../inputs/case9.graphml,9,9,4,1,46,46,0,5.0,5,0.0,Optimal,1,5392,0,0,0
3213,forts,../inputs/case_Texas.graphml,2000,2667,376,7,7334,2000,3,437.0,444,0.015765765765765764,Timeout,958933,900736706,564,1635849,7110
3214,forts,../inputs/case9241pegase.graphml,9241,14207,2902,24,37655,9241,4,2010.0,2010,0.0,Optimal,1551,8837790,38,4153033,16402
3215,jovanovic,../inputs/case6495rte.graphml,6495,8084,2344,14,36564,81356,2,1314.0,1314,0.0,Optimal,2288,135257215,0,0,0
3216,cycles,../inputs/case_Texas.graphml,2000,2667,376,1,9023,4000,4,1624.0,1624,0.0,Optimal,4545,3998561,72,109546,6627
3217,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,9,77073,166797,1,2910.0,2910,0.0,Optimal,1893,180275751,0,0,0
3218,brimkov,../inputs/case2736sp.graphml,2736,3265,645,4,13906,12454,0,702.0,702,0.0,Optimal,1708,12189817,0,0,0
3219,forts,../inputs/case14.graphml,14,20,2,2,54,14,2,6.0,6,0.0,Optimal,1,1655,11,504,41
3220,cycles,../inputs/case6468rte.graphml,6468,8065,2384,14,30031,12936,2,1291.0,1291,0.0,Optimal,3543,7318088,21,146720,4929
3221,forts,../inputs/case_south_carolina500.graphml,500,584,211,8,1668,500,3,78.0,78,0.0,Optimal,4046,474507,38,44392,975
3222,brimkov,../inputs/case6470rte.graphml,6470,8066,2352,9,36453,45711,1,1306.0,1306,0.0,Optimal,1839,15251656,0,0,0
3223,brimkov,../inputs/case_Texas.graphml,2000,2667,376,4,11023,13699,4,537.0,538,0.0018587360594795538,Timeout,42463,900128828,0,0,0
3224,forts,../inputs/case1354pegase.graphml,1354,1710,422,3,4774,1354,1,467.0,467,0.0,Optimal,2251,5794397,172,315509,4404
3225,brimkov,../inputs/case118.graphml,118,179,11,4,634,404,2,31.0,31,0.0,Optimal,1,56452,0,0,0
3226,cycles,../inputs/case2848rte.graphml,2848,3442,1023,6,12983,5696,4,606.0,606,0.0,Optimal,1590,3426959,62,149598,3065
3227,cycles,../inputs/case13659pegase.graphml,13659,18625,4024,37,63414,27318,4,2721.0,2721,0.0,Optimal,2010,10439039,12,206032,3473
3228,brimkov,../inputs/case6468rte.graphml,6468,8065,2384,15,36499,45765,3,1291.0,1291,0.0,Optimal,483,3456502,0,0,0
3229,jovanovic,../inputs/case_ieee30.graphml,30,41,7,5,167,322,0,6.0,6,0.0,Optimal,1,6839,0,0,0
3230,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,4,77073,166797,3,4154.0,4159,0.0012022120702091848,Timeout,12501,901921331,0,0,0
3231,brimkov,../inputs/case2736sp.graphml,2736,3265,645,10,13906,12454,4,682.0,682,0.0,Optimal,1,885301,0,0,0
3232,cycles,../inputs/case_illinois200.graphml,200,245,44,8,874,400,3,40.0,40,0.0,Optimal,31,45244,21,2355,211
3233,forts,../inputs/case6515rte.graphml,6515,8104,2344,2,22723,6515,1,2859.0,-1,100.0,Timeout,135143,900182307,96,4598652,27420
3234,cycles,../inputs/case3120sp.graphml,3120,3684,798,2,12750,6240,0,1353.0,1353,0.0,Optimal,3478,6847442,53,120424,2688
3235,cycles,../inputs/case14.graphml,14,20,2,2,59,28,4,6.0,6,0.0,Optimal,1,767,6,53,2
3236,jovanovic,../inputs/case6ww.graphml,6,11,1,2,37,56,4,3.0,3,0.0,Optimal,1,1514,0,0,0
3237,jovanovic,../inputs/case3120sp.graphml,3120,3684,798,9,15870,29522,0,768.0,768,0.0,Optimal,151,4449267,0,0,0
3238,forts,../inputs/case_illinois200.graphml,200,245,44,9,690,200,0,39.0,39,0.0,Optimal,34,36511,40,12815,473
3239,cycles,../inputs/case89pegase.graphml,89,206,43,13,621,178,0,13.0,13,0.0,Optimal,1,13795,13,1089,108
3240,brimkov,../inputs/case2868rte.graphml,2868,3471,983,5,15921,21079,0,655.0,655,0.0,Optimal,1539,12933399,0,0,0
3241,jovanovic,../inputs/case145.graphml,145,422,71,14,1440,4117,1,18.0,18,0.0,Optimal,1,325034,0,0,0
3242,brimkov,../inputs/case39.graphml,39,46,10,2,202,182,3,16.0,16,0.0,Optimal,1,7974,0,0,0
3243,jovanovic,../inputs/case33bw.graphml,33,32,1,2,131,198,2,17.0,17,0.0,Optimal,0,1024,0,0,0
3244,forts,../inputs/case30.graphml,30,41,7,4,112,30,2,7.0,7,0.0,Optimal,1,3260,12,873,65
3245,cycles,../inputs/case2848rte.graphml,2848,3442,1023,5,12983,5696,0,637.0,637,0.0,Optimal,2127,5307597,69,186133,3442
3246,brimkov,../inputs/case1951rte.graphml,1951,2375,651,2,10803,13715,2,926.0,926,0.0,Optimal,18,1519202,0,0,0
3247,jovanovic,../inputs/case6495rte.graphml,6495,8084,2344,9,36564,81356,0,1317.0,1317,0.0,Optimal,2884,158303379,0,0,0
3248,brimkov,../inputs/case_ieee30.graphml,30,41,7,1,167,165,3,23.0,23,0.0,Optimal,1,8302,0,0,0
3249,brimkov,../inputs/case2746wop.graphml,2746,3300,709,8,14133,12721,4,677.0,677,0.0,Optimal,76,1596479,0,0,0
3250,cycles,../inputs/case13659pegase.graphml,13659,18625,4024,33,63414,27318,2,2721.0,2721,0.0,Optimal,2007,10164512,12,170107,3434
3251,jovanovic,../inputs/case2736sp.graphml,2736,3265,645,6,13906,25841,2,684.0,684,0.0,Optimal,2602,10711393,0,0,0
3252,forts,../inputs/case145.graphml,145,422,71,1,989,145,3,85.0,91,0.06593406593406594,Timeout,184492,900217360,7204,7057272,37911
3253,cycles,../inputs/case_south_carolina500.graphml,500,584,211,9,2505,1000,0,76.0,76,0.0,Optimal,172,148533,40,11327,985
3254,forts,../inputs/case89pegase.graphml,89,206,43,11,501,89,3,13.0,13,0.0,Optimal,1,8296,14,3155,142
3255,forts,../inputs/case2736sp.graphml,2736,3265,645,10,9266,2736,3,682.0,682,0.0,Optimal,1924,1395941,52,415731,4924
3256,cycles,../inputs/case9.graphml,9,9,4,1,37,18,2,5.0,5,0.0,Optimal,1,1081,8,115,20
3257,jovanovic,../inputs/case_south_carolina500.graphml,500,584,211,13,3005,7864,2,75.0,75,0.0,Optimal,1,317543,0,0,0
3258,jovanovic,../inputs/case6468rte.graphml,6468,8065,2384,5,36499,81061,3,1408.0,1408,0.0,Optimal,2755,270534665,0,0,0
3259,cycles,../inputs/case300.graphml,300,409,66,6,1324,600,2,75.0,75,0.0,Optimal,1,38912,13,2120,150
3260,jovanovic,../inputs/case118.graphml,118,179,11,8,634,1019,2,29.0,29,0.0,Optimal,1,16343,0,0,0
3261,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,10,54546,45832,3,2010.0,2010,0.0,Optimal,3375,21518005,0,0,0
3262,brimkov,../inputs/case1951rte.graphml,1951,2375,651,12,10803,13715,0,393.0,393,0.0,Optimal,1,623306,0,0,0
3263,cycles,../inputs/case89pegase.graphml,89,206,43,15,621,178,1,13.0,13,0.0,Optimal,1,8754,12,857,84
3264,jovanovic,../inputs/case89pegase.graphml,89,206,43,16,710,1379,3,13.0,13,0.0,Optimal,1,30612,0,0,0
3265,cycles,../inputs/case2746wp.graphml,2746,3274,704,8,11305,5492,2,684.0,684,0.0,Optimal,7342,3965109,38,48204,1461
3266,jovanovic,../inputs/case3012wp.graphml,3012,3566,726,7,15236,28158,1,756.0,756,0.0,Optimal,366,4659626,0,0,0
3267,cycles,../inputs/case2736sp.graphml,2736,3265,645,2,11170,5472,2,1204.0,1204,0.0,Optimal,2569,6022352,40,78879,2316
3268,jovanovic,../inputs/case_iceland118.graphml,189,203,110,6,1058,2442,0,40.0,40,0.0,Optimal,1,75056,0,0,0
3269,cycles,../inputs/case_south_carolina500.graphml,500,584,211,11,2505,1000,3,75.0,75,0.0,Optimal,1,71340,14,7076,936
3270,forts,../inputs/case6495rte.graphml,6495,8084,2344,13,22663,6495,3,1314.0,1314,0.0,Optimal,2145,3423849,22,1996131,10658
3271,cycles,../inputs/case13659pegase.graphml,13659,18625,4024,31,63414,27318,0,2721.0,2721,0.0,Optimal,1753,9578166,22,256072,3529
3272,forts,../inputs/case145.graphml,145,422,71,19,989,145,3,18.0,18,0.0,Optimal,1,10035,11,5234,143
3273,forts,../inputs/case96rts.graphml,73,108,9,1,289,73,4,64.0,64,0.0,Optimal,1,7682,19,3165,354
3274,brimkov,../inputs/case6468rte.graphml,6468,8065,2384,13,36499,45765,4,1291.0,1291,0.0,Optimal,1129,4424072,0,0,0
3275,forts,../inputs/case2737sop.graphml,2737,3266,655,2,9269,2737,0,1181.0,-1,100.0,Timeout,348178,900318017,579,2911094,14492
3276,brimkov,../inputs/case3375wp.graphml,3374,4068,889,5,17535,16889,1,829.0,829,0.0,Optimal,1612,21061626,0,0,0
3277,forts,../inputs/case2736sp.graphml,2736,3265,645,9,9266,2736,1,682.0,682,0.0,Optimal,1955,1458100,38,454097,5772
3278,jovanovic,../inputs/case_south_carolina500.graphml,500,584,211,3,3005,7864,3,120.0,120,0.0,Optimal,1,841262,0,0,0
3279,cycles,../inputs/case_illinois200.graphml,200,245,44,3,874,400,4,68.0,68,0.0,Optimal,1848,380431,43,6155,335
3280,jovanovic,../inputs/case6468rte.graphml,6468,8065,2384,5,36499,81061,2,1408.0,1408,0.0,Optimal,2755,270166927,0,0,0
3281,forts,../inputs/case6468rte.graphml,6468,8065,2384,10,22598,6468,1,1292.0,1292,0.0,Optimal,1837,5485644,200,2961038,11891
3282,forts,../inputs/case_GB2224.graphml,2224,2804,1367,11,7832,2224,4,322.0,322,0.0,Optimal,2827,1453431,149,583524,3471
3283,forts,../inputs/case2868rte.graphml,2868,3471,983,9,9810,2868,3,600.0,600,0.0,Optimal,2115,1342968,32,473178,5405
3284,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,26,54546,45832,0,2010.0,2010,0.0,Optimal,1,6280355,0,0,0
3285,cycles,../inputs/case2848rte.graphml,2848,3442,1023,15,12983,5696,0,585.0,585,0.0,Optimal,58,460679,20,39301,2675
3286,cycles,../inputs/case39.graphml,39,46,10,2,163,78,2,16.0,16,0.0,Optimal,1,3357,10,328,36
3287,brimkov,../inputs/case39.graphml,39,46,10,4,202,182,0,9.0,9,0.0,Optimal,1,11100,0,0,0
3288,forts,../inputs/case_ieee30.graphml,30,41,7,8,112,30,1,6.0,6,0.0,Optimal,1,1288,8,674,38
3289,forts,../inputs/case_GBreduced29.graphml,29,50,0,6,129,29,4,7.0,7,0.0,Optimal,1,4645,14,902,62
3290,jovanovic,../inputs/case2383wp.graphml,2383,2886,552,4,12244,23194,0,623.0,623,0.0,Optimal,2127,24916368,0,0,0
3291,brimkov,../inputs/case13659pegase.graphml,13659,18625,4024,9,77073,93003,2,2910.0,2910,0.0,Optimal,2166,38795898,0,0,0
3292,jovanovic,../inputs/case6515rte.graphml,6515,8104,2344,7,36664,81702,2,1338.0,1338,0.0,Optimal,4804,217403105,0,0,0
3293,brimkov,../inputs/case13659pegase.graphml,13659,18625,4024,15,77073,93003,3,2760.0,2760,0.0,Optimal,2041,5812484,0,0,0
3294,brimkov,../inputs/case_ieee30.graphml,30,41,7,4,167,165,0,7.0,7,0.0,Optimal,1,13905,0,0,0
3295,forts,../inputs/case6515rte.graphml,6515,8104,2344,2,22723,6515,0,2857.0,-1,100.0,Timeout,150361,900204326,95,4238918,27152
3296,forts,../inputs/case2746wop.graphml,2746,3300,709,6,9346,2746,2,681.0,681,0.0,Optimal,14548,5274764,48,501294,5941
3297,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,16,54546,45832,1,2010.0,2010,0.0,Optimal,122,4837206,0,0,0
3298,brimkov,../inputs/case3120sp.graphml,3120,3684,798,8,15870,14186,1,768.0,768,0.0,Optimal,686,2013423,0,0,0
3299,cycles,../inputs/case_GB2224.graphml,2224,2804,1367,13,11890,4448,0,322.0,322,0.0,Optimal,1569,2660660,40,66142,3630
3300,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,36,77073,166797,1,2721.0,2721,0.0,Optimal,2010,128366201,0,0,0
3301,jovanovic,../inputs/case118.graphml,118,179,11,5,634,1019,1,30.0,30,0.0,Optimal,1,32974,0,0,0
3302,cycles,../inputs/case1354pegase.graphml,1354,1710,422,9,5915,2708,3,311.0,311,0.0,Optimal,23,203579,15,11608,696
3303,cycles,../inputs/case_GB2224.graphml,2224,2804,1367,2,11890,4448,2,821.0,821,0.0,Optimal,6811,19534005,72,228641,6141
3304,cycles,../inputs/case118.graphml,118,179,11,10,516,236,1,29.0,29,0.0,Optimal,1,4738,8,411,21
3305,forts,../inputs/case39.graphml,39,46,10,4,131,39,0,9.0,9,0.0,Optimal,1,4439,9,1041,66
3306,forts,../inputs/case9241pegase.graphml,9241,14207,2902,12,37655,9241,1,2010.0,2010,0.0,Optimal,2044,10323578,37,4240250,16767
3307,forts,../inputs/case_iceland118.graphml,189,203,110,8,595,189,0,39.0,39,0.0,Optimal,1,12855,13,6319,326
3308,jovanovic,../inputs/case6470rte.graphml,6470,8066,2352,3,36453,80915,3,1900.0,1902,0.0010515247108307045,Timeout,20243,900649436,0,0,0
3309,brimkov,../inputs/case6495rte.graphml,6495,8084,2344,10,36564,46098,3,1315.0,1315,0.0,Optimal,2197,8930378,0,0,0
3310,cycles,../inputs/case57.graphml,57,78,15,2,253,114,3,22.0,22,0.0,Optimal,1,3763,10,317,23
3311,cycles,../inputs/case13659pegase.graphml,13659,18625,4024,29,63414,27318,4,2721.0,2721,0.0,Optimal,1889,10810699,17,197556,3492
3312,brimkov,../inputs/case_illinois200.graphml,200,245,44,3,1074,1304,4,68.0,68,0.0,Optimal,1,191632,0,0,0
3313,forts,../inputs/case_Texas.graphml,2000,2667,376,16,7334,2000,4,411.0,411,0.0,Optimal,2562,2140248,55,309789,4185
3314,forts,../inputs/case5.graphml,5,6,0,4,17,5,3,2.0,2,0.0,Optimal,1,543,8,116,10
3315,cycles,../inputs/case_Western.graphml,10024,12241,4106,8,48202,20048,1,1837.0,1837,0.0,Optimal,22059,215226371,106,1404720,16235
3316,forts,../inputs/case13659pegase.graphml,13659,18625,4024,41,50909,13659,4,2721.0,2721,0.0,Optimal,1669,14077150,24,8561314,22561
3317,forts,../inputs/case89pegase.graphml,89,206,43,13,501,89,0,13.0,13,0.0,Optimal,1,8129,13,3238,132
3318,forts,../inputs/case57.graphml,57,78,15,3,213,57,3,14.0,14,0.0,Optimal,1,24161,19,2187,130
3319,brimkov,../inputs/case1951rte.graphml,1951,2375,651,10,10803,13715,1,396.0,396,0.0,Optimal,1,738357,0,0,0
3320,brimkov,../inputs/case1888rte.graphml,1888,2308,681,7,10539,13275,2,382.0,382,0.0,Optimal,1,1746877,0,0,0
3321,forts,../inputs/case_Texas.graphml,2000,2667,376,6,7334,2000,0,455.0,-1,100.0,Timeout,382359,900329317,1380,4623547,12945
3322,cycles,../inputs/case13659pegase.graphml,13659,18625,4024,39,63414,27318,0,2721.0,2721,0.0,Optimal,1802,9795650,15,221880,3510
3323,jovanovic,../inputs/case1888rte.graphml,1888,2308,681,8,10539,23454,2,377.0,377,0.0,Optimal,225,4318166,0,0,0
3324,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,12,10803,24060,1,393.0,393,0.0,Optimal,1,2336379,0,0,0
3325,cycles,../inputs/case2746wop.graphml,2746,3300,709,6,11387,5492,2,681.0,681,0.0,Optimal,1857,1961378,33,53145,1644
3326,cycles,../inputs/case6495rte.graphml,6495,8084,2344,12,30069,12990,3,1314.0,1314,0.0,Optimal,12492,19109263,24,227147,4919
3327,forts,../inputs/case300.graphml,300,409,66,12,1118,300,1,72.0,72,0.0,Optimal,1,12541,12,8094,422
3328,forts,../inputs/case13659pegase.graphml,13659,18625,4024,7,50909,13659,0,3098.0,3124,0.008322663252240717,Timeout,357409,901397902,110,10029595,33669
3329,forts,../inputs/case_GB2224.graphml,2224,2804,1367,4,7832,2224,2,399.0,411,0.029197080291970802,Timeout,415334,900394040,1428,6291483,13027
3330,jovanovic,../inputs/case2383wp.graphml,2383,2886,552,1,12244,23194,0,1841.0,1841,0.0,Optimal,1,852693,0,0,0
3331,jovanovic,../inputs/case2868rte.graphml,2868,3471,983,1,15921,36380,3,1924.0,1924,0.0,Optimal,1867,17332611,0,0,0
3332,jovanovic,../inputs/case9241pegase.graphml,9241,14207,2902,6,54546,98650,2,2038.0,2038,0.0,Optimal,2906,224340365,0,0,0
3333,forts,../inputs/case6ww.graphml,6,11,1,4,28,6,1,2.0,2,0.0,Optimal,1,1360,11,266,14
3334,jovanovic,../inputs/case2848rte.graphml,2848,3442,1023,13,15831,35938,2,585.0,585,0.0,Optimal,34,6898272,0,0,0
3335,forts,../inputs/case89pegase.graphml,89,206,43,8,501,89,1,13.0,13,0.0,Optimal,1,11116,16,3585,144
3336,brimkov,../inputs/case2869pegase.graphml,2869,3968,869,2,16202,16164,3,1395.0,1395,0.0,Optimal,3160,12852509,0,0,0
3337,jovanovic,../inputs/case89pegase.graphml,89,206,43,7,710,1379,2,13.0,13,0.0,Optimal,1,65365,0,0,0
3338,forts,../inputs/case39.graphml,39,46,10,6,131,39,0,9.0,9,0.0,Optimal,1,4063,13,1205,61
3339,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,23,77073,166797,2,2724.0,2724,0.0,Optimal,2474,144006017,0,0,0
3340,jovanovic,../inputs/case2736sp.graphml,2736,3265,645,1,13906,25841,0,2096.0,2096,0.0,Optimal,1,918308,0,0,0
3341,cycles,../inputs/case3375wp.graphml,3374,4068,889,7,14161,6748,0,818.0,818,0.0,Optimal,1664,3228216,54,112124,2304
3342,jovanovic,../inputs/case118.graphml,118,179,11,4,634,1019,2,31.0,31,0.0,Optimal,1,66600,0,0,0
3343,forts,../inputs/case96rts.graphml,73,108,9,1,289,73,0,64.0,64,0.0,Optimal,1,9062,16,2874,355
3344,forts,../inputs/case_GB2224.graphml,2224,2804,1367,3,7832,2224,2,492.0,-1,100.0,Timeout,273844,900273757,387,2831288,13987
3345,cycles,../inputs/case89pegase.graphml,89,206,43,14,621,178,0,13.0,13,0.0,Optimal,1,11393,11,868,89
3346,jovanovic,../inputs/case2869pegase.graphml,2869,3968,869,13,16202,31691,2,612.0,612,0.0,Optimal,98,3884424,0,0,0
3347,brimkov,../inputs/case3375wp.graphml,3374,4068,889,1,17535,16889,1,2498.0,2498,0.0,Optimal,113,1841069,0,0,0
3348,forts,../inputs/case_ieee30.graphml,30,41,7,1,112,30,4,23.0,23,0.0,Optimal,268,37493,105,7380,273
3349,forts,../inputs/case_Western.graphml,10024,12241,4106,8,34506,10024,1,1833.0,1837,0.002177463255307567,Timeout,379723,900941994,235,8777188,20975
3350,cycles,../inputs/case1354pegase.graphml,1354,1710,422,8,5915,2708,0,313.0,313,0.0,Optimal,175,318009,30,17478,743
3351,forts,../inputs/case30.graphml,30,41,7,7,112,30,4,6.0,6,0.0,Optimal,1,1194,7,575,47
3352,forts,../inputs/case24_ieee_rts.graphml,24,34,4,1,92,24,4,20.0,20,0.0,Optimal,1,1791,11,765,107
3353,forts,../inputs/case2869pegase.graphml,2869,3968,869,12,10805,2869,0,612.0,612,0.0,Optimal,1611,1098048,23,404885,5000
3354,forts,../inputs/case_illinois200.graphml,200,245,44,9,690,200,1,39.0,39,0.0,Optimal,91,25819,21,9471,393
3355,brimkov,../inputs/case300.graphml,300,409,66,7,1624,1356,3,74.0,74,0.0,Optimal,1,40034,0,0,0
3356,forts,../inputs/case3120sp.graphml,3120,3684,798,1,10488,3120,1,2234.0,-1,100.0,Timeout,171375,900185690,262,3934143,32367
3357,cycles,../inputs/case_GB2224.graphml,2224,2804,1367,12,11890,4448,4,322.0,322,0.0,Optimal,1708,2782732,36,73329,3631
3358,jovanovic,../inputs/case_Western.graphml,10024,12241,4106,10,58226,131376,1,1828.0,1831,0.0016384489350081922,Timeout,5622,900902551,0,0,0
3359,cycles,../inputs/case6470rte.graphml,6470,8066,2352,14,29983,12940,4,1303.0,1303,0.0,Optimal,2255,4654902,17,111875,4793
3360,cycles,../inputs/case1888rte.graphml,1888,2308,681,4,8651,3776,2,465.0,465,0.0,Optimal,2004,3725286,73,89938,2257
3361,forts,../inputs/case_Western.graphml,10024,12241,4106,15,34506,10024,4,1825.0,1825,0.0,Optimal,5460,27020908,113,6582707,19290
3362,jovanovic,../inputs/case9241pegase.graphml,9241,14207,2902,15,54546,98650,2,2010.0,2010,0.0,Optimal,1676,77148945,0,0,0
3363,cycles,../inputs/case145.graphml,145,422,71,13,1295,290,1,18.0,18,0.0,Optimal,33,85575,21,2680,185
3364,brimkov,../inputs/case118.graphml,118,179,11,6,634,404,4,29.0,29,0.0,Optimal,1,12129,0,0,0
3365,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,37,77073,166797,0,2721.0,2721,0.0,Optimal,2130,145938577,0,0,0
3366,brimkov,../inputs/case30.graphml,30,41,7,7,163,145,0,6.0,6,0.0,Optimal,1,3410,0,0,0
3367,forts,../inputs/case6515rte.graphml,6515,8104,2344,13,22723,6515,3,1315.0,1315,0.0,Optimal,2380,3833281,28,2042244,10888
3368,brimkov,../inputs/case2868rte.graphml,2868,3471,983,3,15921,21079,2,882.0,882,0.0,Optimal,1666,24347315,0,0,0
3369,jovanovic,../inputs/case3375wp.graphml,3374,4068,889,1,17535,33874,2,2498.0,2498,0.0,Optimal,307,3258595,0,0,0
3370,cycles,../inputs/case2848rte.graphml,2848,3442,1023,9,12983,5696,4,586.0,586,0.0,Optimal,2009,2216877,62,105125,2633
3371,cycles,../inputs/case6495rte.graphml,6495,8084,2344,5,30069,12990,2,1424.0,1424,0.0,Optimal,5150,30308850,93,712616,7411
3372,forts,../inputs/case2746wp.graphml,2746,3274,704,2,9294,2746,0,1176.0,-1,100.0,Timeout,335132,900300361,792,3737243,14697
3373,cycles,../inputs/case9241pegase.graphml,9241,14207,2902,35,45305,18482,2,2010.0,2010,0.0,Optimal,1578,5887727,18,131542,1800
3374,jovanovic,../inputs/case300.graphml,300,409,66,10,1624,2928,3,72.0,72,0.0,Optimal,1,47954,0,0,0
3375,brimkov,../inputs/case_Western.graphml,10024,12241,4106,15,58226,75508,1,1825.0,1825,0.0,Optimal,4266,162680269,0,0,0
3376,forts,../inputs/case3012wp.graphml,3012,3566,726,8,10144,3012,3,755.0,755,0.0,Optimal,1815,1660925,34,539794,6427
3377,jovanovic,../inputs/case2737sop.graphml,2737,3266,655,1,13922,25903,1,2087.0,2087,0.0,Optimal,1,806495,0,0,0
3378,brimkov,../inputs/case_Western.graphml,10024,12241,4106,17,58226,75508,0,1825.0,1825,0.0,Optimal,7137,194859652,0,0,0
3379,jovanovic,../inputs/case_Texas.graphml,2000,2667,376,16,11023,24309,3,411.0,411,0.0,Optimal,1762,10365729,0,0,0
3380,jovanovic,../inputs/case6495rte.graphml,6495,8084,2344,10,36564,81356,3,1315.0,1315,0.0,Optimal,1937,75733364,0,0,0
3381,forts,../inputs/case2736sp.graphml,2736,3265,645,9,9266,2736,3,682.0,682,0.0,Optimal,4010,1502415,43,466925,5597
3382,cycles,../inputs/case6468rte.graphml,6468,8065,2384,6,30031,12936,0,1344.0,1344,0.0,Optimal,2697,13733662,61,469656,6382
3383,brimkov,../inputs/case2736sp.graphml,2736,3265,645,7,13906,12454,1,682.0,682,0.0,Optimal,86,1305056,0,0,0
3384,cycles,../inputs/case_ieee30.graphml,30,41,7,8,137,60,0,6.0,6,0.0,Optimal,1,3097,7,195,18
3385,brimkov,../inputs/case_GB2224.graphml,2224,2804,1367,13,14114,20784,2,322.0,322,0.0,Optimal,14235,7909029,0,0,0
3386,brimkov,../inputs/case1354pegase.graphml,1354,1710,422,14,7269,7537,0,311.0,311,0.0,Optimal,1,121362,0,0,0
3387,cycles,../inputs/case300.graphml,300,409,66,12,1324,600,1,72.0,72,0.0,Optimal,1,14139,8,1373,140
3388,brimkov,../inputs/case9241pegase.graphml,9241,14207,2902,41,54546,45832,0,2010.0,2010,0.0,Optimal,1,5531622,0,0,0
3389,jovanovic,../inputs/case89pegase.graphml,89,206,43,15,710,1379,1,13.0,13,0.0,Optimal,1,35495,0,0,0
3390,jovanovic,../inputs/case1951rte.graphml,1951,2375,651,7,10803,24060,2,406.0,406,0.0,Optimal,56,3368085,0,0,0
3391,brimkov,../inputs/case_GBreduced29.graphml,29,50,0,1,158,58,0,29.0,29,0.0,Optimal,0,1472,0,0,0
3392,forts,../inputs/case_Texas.graphml,2000,2667,376,11,7334,2000,0,413.0,413,0.0,Optimal,27824,11327917,106,372829,4674
3393,cycles,../inputs/case30.graphml,30,41,7,7,133,60,4,6.0,6,0.0,Optimal,1,1073,4,75,5
3394,brimkov,../inputs/case_south_carolina500.graphml,500,584,211,13,3005,4969,3,75.0,75,0.0,Optimal,1,255794,0,0,0
3395,forts,../inputs/case13659pegase.graphml,13659,18625,4024,9,50909,13659,0,2892.0,2910,0.006185567010309278,Timeout,465784,901425956,69,9127353,29568
3396,cycles,../inputs/case5.graphml,5,6,0,3,17,10,2,2.0,2,0.0,Optimal,1,484,1,1,0
3397,jovanovic,../inputs/case13659pegase.graphml,13659,18625,4024,4,77073,166797,1,4154.0,4159,0.0012022120702091848,Timeout,12345,901929093,0,0,0
3398,jovanovic,../inputs/case5.graphml,5,6,0,2,22,32,0,3.0,3,0.0,Optimal,1,2250,0,0,0
3399,cycles,../inputs/case11_iwamoto.graphml,11,11,6,2,48,22,2,4.0,4,0.0,Optimal,1,1911,10,165,34
3400,cycles,../inputs/case145.graphml,145,422,71,4,1295,290,0,27.0,27,0.0,Optimal,2877032,464116001,59,10799,510
3401,cycles,../inputs/case2736sp.graphml,2736,3265,645,3,11170,5472,0,776.0,776,0.0,Optimal,7832,31444069,105,153834,2425
3402,jovanovic,../inputs/case2746wp.graphml,2746,3274,704,8,14051,26111,2,684.0,684,0.0,Optimal,1,3020440,0,0,0
3403,brimkov,../inputs/case_south_carolina500.graphml,500,584,211,4,3005,4969,1,98.0,98,0.0,Optimal,7012,10829735,0,0,0
3404,forts,../inputs/case1888rte.graphml,1888,2308,681,3,6504,1888,2,565.0,571,0.010507880910683012,Timeout,646853,900520407,713,2166973,8632
3405,cycles,../inputs/case_ieee30.graphml,30,41,7,5,137,60,3,6.0,6,0.0,Optimal,1,1716,7,151,14
3406,jovanovic,../inputs/case3120sp.graphml,3120,3684,798,1,15870,29522,3,2328.0,2328,0.0,Optimal,1,1124333,0,0,0
3407,forts,../inputs/case9241pegase.graphml,9241,14207,2902,34,37655,9241,1,2010.0,2010,0.0,Optimal,1524,8359572,32,4124773,16246
3408,cycles,../inputs/case57.graphml,57,78,15,5,253,114,1,12.0,12,0.0,Optimal,1,11214,10,369,29
3409,cycles,../inputs/case13659pegase.graphml,13659,18625,4024,8,63414,27318,3,3002.0,3002,0.0,Optimal,1866,49359359,133,1663403,6594
